"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"312_2019","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode12",NA,NA,NA,"43188","41694","1595.635746","1053.575041","1326","0","5020","11883","11878","11877","11876","No",NA,11827,"312_2019__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"315_2017","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode09",NA,NA,NA,"15632","15145","631.4541642","384.4350868","596","0","2027","11880","11877","11877","11121","No",NA,11827,"315_2017__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"319_2017","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode10",NA,"Single run",NA,"14826","12897","472.4557578","411.355064","353","0","2001","11881","11878","11250","9973","No",NA,11011,"319_2017__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,92.3509183930219,"High quality"
"320_2019","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode02",NA,NA,NA,"187015","182795","6168.900696","4009.757643","5508","0","18407","11895","11881","11878","11877","No",NA,11827,"320_2019__aqp15__instance1.fasta","ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"321_2023","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode20",NA,NA,NA,"76061","74049","2444.652856","1803.150384","2300","0","8739","11909","11881","11852","11149","No",NA,11314,"321_2023__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.8922251111297,"High quality"
"333_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode08",NA,NA,NA,"76174","74700","3178.07322","2525.202742","2443","0","12350","11882","11879","11877","11868","No",NA,11827,"333_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"336_2019","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode03",NA,NA,NA,"71720","68513","2300.953703","2015.119424","1764","0","8668","11888","11670","11471","10932","No",NA,11331,"336_2019__aqp15__instance1.fasta","ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,95.0348066761721,"High quality"
"348_2023","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode19",NA,NA,NA,"77144","75768","2966.067852","1602.936741","2718","0","7745","11882","11878","11877","11877","No",NA,11827,"348_2023__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"357_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode09",NA,NA,NA,"183084","179013","8311.482345","5210.466066","7508","0","27261","11907","11885","11878","11877","No",NA,11827,"357_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"358_2019","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode15",NA,NA,NA,"52","49","1.677933406","3.146232789","1","0","17","6214","1485","0","0","No",NA,0,"358_2019__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,0,"Low coverage"
"358_2023","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode11",NA,"Single run",NA,"153333","147444","5869.148453","3582.528661","5427","0","17777","11897","11881","11878","11877","No",NA,11827,"358_2023__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"363_2019","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode05",NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","No",NA,0,NA,"ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,0,"Low coverage"
"367_2015","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode16",NA,"Single run",NA,"37449","35263","1852.589952","984.0934531","1723","0","5910","11883","11879","11877","11877","No",NA,11827,"367_2015__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"374_2018","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode02",NA,"Single run",NA,"49786","48191","2467.679527","1040.071956","2312","0","6182","11882","11879","11877","11877","No",NA,11827,"374_2018__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"375_2017","1","April2022_CVR_metagenomics","1","2022-04-12","University of Glasgow","CVR","220412_M02383_0104_000000000-KC4GT_0mm","Illumina","rabvPeru2",NA,"Unknown",NA,"Miseq","Metagenomic",NA,NA,NA,NA,NA,"3545","88","82",NA,NA,NA,NA,NA,NA,NA,"No","PP965352.1",11893,"375_2017__April2022_CVR_metagenomics__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.7483854734547,"High quality"
"375_2018","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode03",NA,"Single run",NA,"19356","18425","1049.111297","447.6516802","1073","0","2552","11887","11879","11877","11877","No",NA,11827,"375_2018__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"386_2016","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode13",NA,"Single run",NA,"109858","106814","4355.683217","2585.929751","4062","0","12632","11892","11879","11877","11877","No",NA,11827,"386_2016__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"402_2017","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode20",NA,"Single run",NA,"14341","13176","894.0733876","437.420827","865","0","2575","11883","11878","11877","11876","No",NA,11827,"402_2017__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"435_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode10",NA,NA,NA,"93004","90938","3807.619056","2860.583655","2864","0","14897","11882","11881","11877","11877","No",NA,11827,"435_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"442_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode10",NA,NA,NA,"119375","115899","4444.075065","2941.341276","3719","0","14235","11910","11881","11877","11877","No",NA,11827,"442_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"447_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode11",NA,NA,NA,"112419","110154","4342.08513","3061.819085","3330","0","15611","11895","11881","11878","11677","No",NA,11827,"447_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"462_2016","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode14",NA,"Single run",NA,"31887","28902","1261.757947","815.3602504","1053","0","4044","11886","11880","11878","11877","No",NA,11827,"462_2016__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"468_2016","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode01",NA,NA,NA,"31569","30965","1244.386144","695.5522032","1085","0","3407","11883","11877","11877","11877","No",NA,11827,"468_2016__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"480_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode11",NA,NA,NA,"156890","154408","6212.961838","4231.128067","4918","0","20078","11905","11891","11877","11877","No",NA,11827,"480_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"481_2016","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode15",NA,"Single run",NA,"39595","37121","1902.846683","1051.098488","1695","0","5552","11889","11881","11878","11877","No",NA,11827,"481_2016__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"485_2016","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode16",NA,"Single run",NA,"49058","46423","2435.043529","1218.070848","2256","0","7726","11882","11880","11878","11877","No",NA,11827,"485_2016__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"495_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode12",NA,NA,NA,"147017","144640","5756.857502","4259.647049","4439","0","19884","11906","11879","11877","11877","No",NA,11827,"495_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"534_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode13",NA,NA,NA,"64480","61995","2092.954961","1628.969546","1742","0","6704","11906","11881","11878","11297","No",NA,11797,"534_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,98.9432189885096,"High quality"
"560_2015","1","April2022_CVR_metagenomics","1","2022-04-12","University of Glasgow","CVR","220412_M02383_0104_000000000-KC4GT_0mm","Illumina","rabvPeru2",NA,"Unknown",NA,"Miseq","Metagenomic",NA,NA,NA,NA,NA,"2106","52","30",NA,NA,NA,NA,NA,NA,NA,"No","PP965348.1",11884,"560_2015__April2022_CVR_metagenomics__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.6729011154911,"High quality"
"562_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode14",NA,NA,NA,"123477","120625","4693.035981","3115.341588","3825","0","14954","11912","11881","11877","11877","No",NA,11827,"562_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"563_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode15",NA,NA,NA,"92751","91188","3682.157762","2978.785675","2855","0","14019","11883","11877","11877","11865","No",NA,11827,"563_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"571_2016","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode02",NA,NA,NA,"34036","30293","1445.244737","1093.067109","1179","0","6153","11886","11880","11878","11876","No",NA,11827,"571_2016__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"576_2016","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode16",NA,NA,NA,"120202","118001","5042.497694","3163.430032","4276","0","16013","11882","11882","11877","11877","No",NA,11827,"576_2016__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"609_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode01",NA,"Single run",NA,"36369","32485","1345.362241","909.7592498","1111","0","4506","11891","11881","11878","11876","No",NA,11827,"609_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"653_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode02",NA,"Single run",NA,"34042","32909","1369.837373","659.203535","1349","0","3481","11884","11878","11877","11877","No",NA,11827,"653_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"696_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode03",NA,"Single run",NA,"28514","26881","929.9698063","784.2987268","699","0","4370","11884","11879","11690","11144","No",NA,11272,"696_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.5399647739663,"High quality"
"699_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode04",NA,"Single run",NA,"31257","28854","995.2118594","796.1060768","909","0","3507","11904","11879","11876","11143","No",NA,11272,"699_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.5399647739663,"High quality"
"704_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode05",NA,"Single run",NA,"43230","39784","1661.541139","1064.814569","1394","0","5099","11903","11882","11878","11877","No",NA,11827,"704_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"711_2015","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode06",NA,"Single run",NA,"107300","104192","3578.403757","2573.406899","3190","0","11733","11883","11881","11878","11691","No",NA,11827,"711_2015__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"3553_2010","1","April2022_CVR_metagenomics","1","2022-04-12","University of Glasgow","CVR","220412_M02383_0104_000000000-KC4GT_0mm","Illumina","rabvPeru2",NA,"Unknown",NA,"Miseq","Metagenomic",NA,NA,NA,NA,NA,"3848","95","52",NA,NA,NA,NA,NA,NA,NA,"No","PP965355.1",11904,"3553_2010__April2022_CVR_metagenomics__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.840644133188,"High quality"
"1101786","1","dec19_gla_metagenomic","1","2019-11-22","University of Glasgow","CVR","191122_NB551552_0036_AHWVHVAFXY_rabies","Illumina","rabvPeru2",NA,"Unknown",NA,"Unknown","Metagenomic",NA,NA,NA,NA,NA,"173909","2987","741",NA,NA,NA,NA,NA,NA,NA,"No","PP965373.1",11869,"1101786__dec19_gla_metagenomic__instance1.fasta","Streicker seq",NA,"1203037_peru",NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.5470938522184,"High quality"
"1101787","1","dec19_gla_metagenomic","1","2019-11-22","University of Glasgow","CVR","191122_NB551552_0036_AHWVHVAFXY_rabies","Illumina","rabvPeru2",NA,"Unknown",NA,"Unknown","Metagenomic",NA,NA,NA,NA,NA,"731825","6536","1471",NA,NA,NA,NA,NA,NA,NA,"No","KU938752.2",11874,"1101787__dec19_gla_metagenomic__instance1.fasta","Streicker seq, updated accession",NA,"1101786_peru",NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.5890296066426,"High quality"
"1203037","1","dec19_gla_metagenomic","1","2019-11-22","University of Glasgow","CVR","191122_NB551552_0036_AHWVHVAFXY_rabies","Illumina","rabvPeru2",NA,"Unknown",NA,"Unknown","Metagenomic",NA,NA,NA,NA,NA,"12966","237","169",NA,NA,NA,NA,NA,NA,NA,"No","KU938829.2",11842,"1203037__dec19_gla_metagenomic__instance1.fasta","Streicker seq, updated accession",NA,"1101787_peru",NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.3206407783276,"High quality"
"20826361","2","unitid_all","2","2/21/19","UNITID",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion","FAH20465",NA,NA,"NB04",NA,"Single run",NA,"2653","2651","126.8877799","88.45786937","101","0","407","11886","11621","11186","6034","No","MN726805",93.8186698,NA,NA,"20826361_field","20826361_field","Makeuni_field",NA,NA,"Brain","Unknown","KEN: Kenya","NA","LN34","17.27","NA","NA","Positive","Positive","UNITID",NA,11923,0.786871339427996,"Low coverage"
"B397","3","puredeadbrilliant","1","2/27/19","UNITID",NA,NA,"Nanopore","rabvTanzDg",NA,"Minion","FAK62989",NA,NA,"NB05",NA,"Single run",NA,"174296","174222","836.6026168","421.7726312","820","0","2032","11894","11891","11421","11381","No",NA,95.78965026,NA,NA,"B397_field","B397_field","Makeuni_field",NA,NA,"Brain","Unknown","KEN: Kenya","NA","LN34","16.24","NA","NA","Positive","Positive","CDC;UNITID",NA,11923,0.803402249937096,"Low coverage"
"Canine3/10/10(1704)","1","454_suspicious","1","7/26/13","APHA",NA,NA,"454 pyrosequencing",NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,"Single run",NA,"437","437","10.46875786","5.603961802","10","0","29","11878","10472","807","0","No","KR906757",87.83024407,NA,NA,"RV2807","RV2807","11-May","SUB1704","RV2807","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.736645509267802,"Low coverage"
